==109186== NVPROF is profiling process 109186, command: ./example pcap/packet256new.pcap 1500
==109186== Profiling application: ./example pcap/packet256new.pcap 1500
==109186== Profiling result:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
72.996659,3.915124,1,3.915124,3.915124,3.915124,"[CUDA memcpy HtoD]"
20.114073,1.078804,2,0.539402,0.092511,0.986293,"[CUDA memcpy DtoH]"
4.197278,0.225118,1,0.225118,0.225118,0.225118,"void IpScan_KernelAnalysis<IpScan_ipScanAnalysis_t, IpScan_ipScanAnalysis_t>(packet_t*, IpScan_ipScanAnalysis_t*, IpScan_ipScanAnalysis_t*, analysisState_t, int*, char*, int*, int*, int*, int*, int*, int, int)"
2.691991,0.144383,5,0.028876,9.632000e-03,0.042656,"[CUDA memset]"

==109186== API calls:
"Time(%)","Time","Calls","Avg","Min","Max","Name"
%,ms,,ms,ms,ms,
66.464095,225.775949,11,20.525086,7.905000e-03,191.389950,"cudaHostAlloc"
29.097986,98.844730,1,98.844730,98.844730,98.844730,"cudaDeviceReset"
1.895995,6.440622,3,2.146874,0.843671,2.801220,"cudaFreeHost"
1.493654,5.073884,3,1.691294,0.108134,3.951765,"cudaMemcpy"
0.344310,1.169607,8,0.146200,0.122975,0.244285,"cudaMalloc"
0.254803,0.865556,166,5.214000e-03,1.110000e-04,0.198126,"cuDeviceGetAttribute"
0.236538,0.803509,7,0.114787,0.103073,0.151892,"cudaFree"
0.117776,0.400081,6,0.066680,2.725000e-03,0.234993,"cudaThreadSynchronize"
0.035453,0.120433,2,0.060216,0.054284,0.066149,"cuDeviceTotalMem"
0.023793,0.080825,2,0.040412,0.039329,0.041496,"cuDeviceGetName"
0.017283,0.058710,5,0.011742,4.811000e-03,0.035157,"cudaMemset"
0.013830,0.046980,1,0.046980,0.046980,0.046980,"cudaLaunch"
0.001916,6.509000e-03,13,5.000000e-04,1.340000e-04,3.784000e-03,"cudaSetupArgument"
0.001568,5.325000e-03,7,7.600000e-04,4.210000e-04,2.482000e-03,"cudaHostGetDevicePointer"
0.000411,1.397000e-03,1,1.397000e-03,1.397000e-03,1.397000e-03,"cudaConfigureCall"
0.000321,1.092000e-03,2,5.460000e-04,2.510000e-04,8.410000e-04,"cuDeviceGetCount"
0.000267,9.080000e-04,4,2.270000e-04,1.200000e-04,4.360000e-04,"cuDeviceGet"
